event_name	task	subject	session	run	video_id	class_name	raw_superclass_name	superclass_level0	superclass_level1	superclass_level2	class_id	superclass_id	is_resp	stim_is_sports	resp_is_sports	resp_is_right	resp_time
video_on	action	28	meg	1	vbHfbJ0LyaU	Washing hands	Grooming	Personal Care	Grooming	Washing, dressing and grooming oneself	173	4	False	False	False	True	0.0
video_on	action	28	meg	1	8liqC5RmwQo	Welding	Appliances&Tools&Toys	Household Activities	Appliances, Tools, and Toys	Appliance, tool, and toy set-up, repair, & maintenance (by self)	388	10	True	False	False	True	0.0050979640436708
video_on	action	28	meg	1	KARCyCorlbY	Getting a haircut	Grooming	Personal Care	Grooming	Washing, dressing and grooming	208	4	True	False	False	True	0.0053527415002463
video_on	action	28	meg	1	fE8zvQmGoqc	Shoveling snow	Exterior_maintenance&Repair&Decoration	Household Activities	Exterior Maintenance, Repair, & Decoration	Exterior cleaning	183	12	True	False	False	True	0.0050994733901461
video_on	action	28	meg	1	ziuqw_lzvE8	Putting on shoes	Grooming	Personal Care	Grooming	Washing, dressing and grooming oneself	352	4	False	False	False	True	0.0
video_on	action	28	meg	1	XD3wTspMZgI	Playing congas	Arts&Entertainment	Socializing, Relaxing, and Leisure	Arts and Entertainment	Playing musical instruments	345	2	True	False	False	True	0.0053512321537709
video_on	action	28	meg	1	5bSKI_JoPz8	Elliptical trainer	Participating_in_sports&Exercise&Recreation	Sports, Exercise, and Recreation	Participating in Sports, Exercise, or Recreation	Using cardiovascular equipment	308	1	True	True	True	True	0.0053457985122804
video_on	action	28	meg	1	WxFPOZrAF8M	Laying tile	Interior_maintenance&Repair&Decoration	Household Activities	Interior Maintenance, Repair, & Decoration	Interior arrangement, decoration, & repairs	330	7	True	False	False	True	0.0051806761584884
video_on	action	28	meg	1	1fvu2beljg8	Kayaking	Participating_in_sports&Exercise&Recreation	Sports, Exercise, and Recreation	Participating in Sports, Exercise, or Recreation	Participating in water sports	254	1	True	True	True	True	0.0053599863567797
video_on	action	28	meg	1	dyBmDOAnUu8	Doing crunches	Participating_in_sports&Exercise&Recreation	Sports, Exercise, and Recreation	Participating in Sports, Exercise, or Recreation	Working out	305	1	True	True	True	True	0.0050952472229255
video_on	action	28	meg	1	K1-S86ghciQ	Camel ride	Participating_in_sports&Exercise&Recreation	Sports, Exercise, and Recreation	Participating in Sports, Exercise, or Recreation	Playing sports	291	1	True	True	False	False	0.0050958509600604
